QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
957,Prison Cells After N Days,prison-cells-after-n-days,Medium,39.01487763,False,"array,hash-table,math,bit-manipulation",algorithms
238,Product of Array Except Self,product-of-array-except-self,Medium,66.67966796,False,"array,prefix-sum",algorithms
955,Delete Columns to Make Sorted II,delete-columns-to-make-sorted-ii,Medium,35.36982373,False,"array,string,greedy",algorithms
954,Array of Doubled Pairs,array-of-doubled-pairs,Medium,39.21159761,False,"array,hash-table,greedy,sorting",algorithms
951,Flip Equivalent Binary Trees,flip-equivalent-binary-trees,Medium,67.09164469,False,"tree,depth-first-search,binary-tree",algorithms
950,Reveal Cards In Increasing Order,reveal-cards-in-increasing-order,Medium,83.02549167,False,"array,queue,sorting,simulation",algorithms
949,Largest Time for Given Digits,largest-time-for-given-digits,Medium,35.41516894,False,"array,string,enumeration",algorithms
240,Search a 2D Matrix II,search-a-2d-matrix-ii,Medium,53.48145659,False,"array,binary-search,divide-and-conquer,matrix",algorithms
229,Majority Element II,majority-element-ii,Medium,52.57767133,False,"array,hash-table,sorting,counting",algorithms
947,Most Stones Removed with Same Row or Column,most-stones-removed-with-same-row-or-column,Medium,62.14288754,False,"hash-table,depth-first-search,union-find,graph",algorithms
227,Basic Calculator II,basic-calculator-ii,Medium,44.16929482,False,"math,string,stack",algorithms
974,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,Medium,55.45434365,False,"array,hash-table,prefix-sum",algorithms
1006,Clumsy Factorial,clumsy-factorial,Medium,57.81501549,False,"math,stack,simulation",algorithms
1004,Max Consecutive Ones III,max-consecutive-ones-iii,Medium,64.02918509,False,"array,binary-search,sliding-window,prefix-sum",algorithms
1003,Check If Word Is Valid After Substitutions,check-if-word-is-valid-after-substitutions,Medium,60.09271762,False,"string,stack",algorithms
211,Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,Medium,45.856867,False,"string,depth-first-search,design,trie",algorithms
213,House Robber II,house-robber-ii,Medium,42.51095318,False,"array,dynamic-programming",algorithms
998,Maximum Binary Tree II,maximum-binary-tree-ii,Medium,69.80842487,False,"tree,binary-tree",algorithms
215,Kth Largest Element in an Array,kth-largest-element-in-an-array,Medium,67.09257988,False,"array,divide-and-conquer,sorting,heap-priority-queue,quickselect",algorithms
994,Rotting Oranges,rotting-oranges,Medium,54.93811671,False,"array,breadth-first-search,matrix",algorithms
216,Combination Sum III,combination-sum-iii,Medium,70.50869868,False,"array,backtracking",algorithms
991,Broken Calculator,broken-calculator,Medium,54.71112509,False,"math,greedy",algorithms
990,Satisfiability of Equality Equations,satisfiability-of-equality-equations,Medium,50.66883978,False,"array,string,union-find,graph",algorithms
988,Smallest String Starting From Leaf,smallest-string-starting-from-leaf,Medium,60.55824789,False,"string,backtracking,tree,depth-first-search,binary-tree",algorithms
986,Interval List Intersections,interval-list-intersections,Medium,71.8715879,False,"array,two-pointers",algorithms
221,Maximal Square,maximal-square,Medium,47.26110196,False,"array,dynamic-programming,matrix",algorithms
985,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries,Medium,68.25487033,False,"array,simulation",algorithms
984,String Without AAA or BBB,string-without-aaa-or-bbb,Medium,44.10678055,False,"string,greedy",algorithms
983,Minimum Cost For Tickets,minimum-cost-for-tickets,Medium,65.24117208,False,"array,dynamic-programming",algorithms
981,Time Based Key-Value Store,time-based-key-value-store,Medium,49.28686518,False,"hash-table,string,binary-search,design",algorithms
223,Rectangle Area,rectangle-area,Medium,46.61143635,False,"math,geometry",algorithms
979,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree,Medium,77.1235802,False,"tree,depth-first-search,binary-tree",algorithms
978,Longest Turbulent Subarray,longest-turbulent-subarray,Medium,47.62308503,False,"array,dynamic-programming,sliding-window",algorithms
973,K Closest Points to Origin,k-closest-points-to-origin,Medium,66.84979691,False,"array,math,divide-and-conquer,geometry,sorting,heap-priority-queue,quickselect",algorithms
1079,Letter Tile Possibilities,letter-tile-possibilities,Medium,76.44191596,False,"hash-table,string,backtracking,counting",algorithms
823,Binary Trees With Factors,binary-trees-with-factors,Medium,52.9031625,False,"array,hash-table,dynamic-programming,sorting",algorithms
373,Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,Medium,40.1243009,False,"array,heap-priority-queue",algorithms
641,Design Circular Deque,design-circular-deque,Medium,57.29008928,False,"array,linked-list,design,queue",algorithms
640,Solve the Equation,solve-the-equation,Medium,44.09191536,False,"math,string,simulation",algorithms
454,4Sum II,4sum-ii,Medium,57.36630712,False,"array,hash-table",algorithms
638,Shopping Offers,shopping-offers,Medium,51.85981262,False,"array,dynamic-programming,backtracking,bit-manipulation,memoization,bitmask",algorithms
636,Exclusive Time of Functions,exclusive-time-of-functions,Medium,62.50244072,False,"array,stack",algorithms
456,132 Pattern,132-pattern,Medium,33.79925756,False,"array,binary-search,stack,monotonic-stack,ordered-set",algorithms
633,Sum of Square Numbers,sum-of-square-numbers,Medium,36.57654418,False,"math,two-pointers,binary-search",algorithms
457,Circular Array Loop,circular-array-loop,Medium,34.5150436,False,"array,hash-table,two-pointers",algorithms
626,Exchange Seats,exchange-seats,Medium,70.84822405,False,database,database
646,Maximum Length of Pair Chain,maximum-length-of-pair-chain,Medium,60.17379621,False,"array,dynamic-programming,greedy,sorting",algorithms
624,Maximum Distance in Arrays,maximum-distance-in-arrays,Medium,45.85109024,False,"array,greedy",algorithms
462,Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,Medium,60.34425655,False,"array,math,sorting",algorithms
622,Design Circular Queue,design-circular-queue,Medium,51.74643038,False,"array,linked-list,design,queue",algorithms
621,Task Scheduler,task-scheduler,Medium,60.33216422,False,"array,hash-table,greedy,sorting,heap-priority-queue,counting",algorithms
611,Valid Triangle Number,valid-triangle-number,Medium,51.43665304,False,"array,two-pointers,binary-search,greedy,sorting",algorithms
464,Can I Win,can-i-win,Medium,29.80716719,False,"math,dynamic-programming,bit-manipulation,memoization,game-theory,bitmask",algorithms
609,Find Duplicate File in System,find-duplicate-file-in-system,Medium,67.66097673,False,"array,hash-table,string",algorithms
608,Tree Node,tree-node,Medium,72.75896092,False,database,database
606,Construct String from Binary Tree,construct-string-from-binary-tree,Medium,69.51050208,False,"string,tree,depth-first-search,binary-tree",algorithms
602,Friend Requests II: Who Has the Most Friends,friend-requests-ii-who-has-the-most-friends,Medium,58.19013905,False,database,database
623,Add One Row to Tree,add-one-row-to-tree,Medium,64.0648005,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
647,Palindromic Substrings,palindromic-substrings,Medium,70.62517793,False,"two-pointers,string,dynamic-programming",algorithms
648,Replace Words,replace-words,Medium,68.07406545,False,"array,hash-table,string,trie",algorithms
649,Dota2 Senate,dota2-senate,Medium,47.99123489,False,"string,greedy,queue",algorithms
677,Map Sum Pairs,map-sum-pairs,Medium,56.8738867,False,"hash-table,string,design,trie",algorithms
676,Implement Magic Dictionary,implement-magic-dictionary,Medium,57.70493983,False,"hash-table,string,depth-first-search,design,trie",algorithms
447,Number of Boomerangs,number-of-boomerangs,Medium,55.71208919,False,"array,hash-table,math",algorithms
673,Number of Longest Increasing Subsequence,number-of-longest-increasing-subsequence,Medium,48.72279385,False,"array,dynamic-programming,binary-indexed-tree,segment-tree",algorithms
672,Bulb Switcher II,bulb-switcher-ii,Medium,50.1302219,False,"math,bit-manipulation,depth-first-search,breadth-first-search",algorithms
670,Maximum Swap,maximum-swap,Medium,49.00513295,False,"math,greedy",algorithms
669,Trim a Binary Search Tree,trim-a-binary-search-tree,Medium,66.29574928,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
449,Serialize and Deserialize BST,serialize-and-deserialize-bst,Medium,57.94742858,False,"string,tree,depth-first-search,breadth-first-search,design,binary-search-tree,binary-tree",algorithms
667,Beautiful Arrangement II,beautiful-arrangement-ii,Medium,60.27290577,False,"array,math",algorithms
665,Non-decreasing Array,non-decreasing-array,Medium,24.84015647,False,array,algorithms
450,Delete Node in a BST,delete-node-in-a-bst,Medium,51.94889857,False,"tree,binary-search-tree,binary-tree",algorithms
451,Sort Characters By Frequency,sort-characters-by-frequency,Medium,73.0121659,False,"hash-table,string,sorting,heap-priority-queue,bucket-sort,counting",algorithms
662,Maximum Width of Binary Tree,maximum-width-of-binary-tree,Medium,43.21473087,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
659,Split Array into Consecutive Subsequences,split-array-into-consecutive-subsequences,Medium,51.17748376,False,"array,hash-table,greedy,heap-priority-queue",algorithms
452,Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,Medium,59.32660801,False,"array,greedy,sorting",algorithms
658,Find K Closest Elements,find-k-closest-elements,Medium,47.78001845,False,"array,two-pointers,binary-search,sliding-window,sorting,heap-priority-queue",algorithms
655,Print Binary Tree,print-binary-tree,Medium,64.55507833,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
654,Maximum Binary Tree,maximum-binary-tree,Medium,85.59056399,False,"array,divide-and-conquer,stack,tree,monotonic-stack,binary-tree",algorithms
453,Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,Medium,56.96193228,False,"array,math",algorithms
652,Find Duplicate Subtrees,find-duplicate-subtrees,Medium,59.63043912,False,"hash-table,tree,depth-first-search,binary-tree",algorithms
650,2 Keys Keyboard,2-keys-keyboard,Medium,59.59044683,False,"math,dynamic-programming",algorithms
467,Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,Medium,40.18593609,False,"string,dynamic-programming",algorithms
593,Valid Square,valid-square,Medium,44.14347567,False,"math,geometry",algorithms
592,Fraction Addition and Subtraction,fraction-addition-and-subtraction,Medium,66.08179516,False,"math,string,simulation",algorithms
468,Validate IP Address,validate-ip-address,Medium,27.38522416,False,string,algorithms
478,Generate Random Point in a Circle,generate-random-point-in-a-circle,Medium,40.11191032,False,"math,geometry,rejection-sampling,randomized",algorithms
532,K-diff Pairs in an Array,k-diff-pairs-in-an-array,Medium,43.40601928,False,"array,hash-table,two-pointers,binary-search,sorting",algorithms
529,Minesweeper,minesweeper,Medium,67.07169538,False,"array,depth-first-search,breadth-first-search,matrix",algorithms
528,Random Pick with Weight,random-pick-with-weight,Medium,47.17346479,False,"array,math,binary-search,prefix-sum,randomized",algorithms
526,Beautiful Arrangement,beautiful-arrangement,Medium,64.34448458,False,"array,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
525,Contiguous Array,contiguous-array,Medium,48.95456332,False,"array,hash-table,prefix-sum",algorithms
524,Longest Word in Dictionary through Deleting,longest-word-in-dictionary-through-deleting,Medium,51.35628789,False,"array,two-pointers,string,sorting",algorithms
523,Continuous Subarray Sum,continuous-subarray-sum,Medium,30.35792644,False,"array,hash-table,math,prefix-sum",algorithms
522,Longest Uncommon Subsequence II,longest-uncommon-subsequence-ii,Medium,42.06790289,False,"array,hash-table,two-pointers,string,sorting",algorithms
519,Random Flip Matrix,random-flip-matrix,Medium,42.38165819,False,"hash-table,math,reservoir-sampling,randomized",algorithms
518,Coin Change II,coin-change-ii,Medium,64.66268254,False,"array,dynamic-programming",algorithms
516,Longest Palindromic Subsequence,longest-palindromic-subsequence,Medium,63.12769334,False,"string,dynamic-programming",algorithms
515,Find Largest Value in Each Tree Row,find-largest-value-in-each-tree-row,Medium,65.7073302,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
481,Magical String,magical-string,Medium,51.66693488,False,"two-pointers,string",algorithms
513,Find Bottom Left Tree Value,find-bottom-left-tree-value,Medium,71.36063444,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
508,Most Frequent Subtree Sum,most-frequent-subtree-sum,Medium,67.0342326,False,"hash-table,tree,depth-first-search,binary-tree",algorithms
503,Next Greater Element II,next-greater-element-ii,Medium,64.65726577,False,"array,stack,monotonic-stack",algorithms
498,Diagonal Traverse,diagonal-traverse,Medium,60.91176967,False,"array,matrix,simulation",algorithms
497,Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles,Medium,40.25836169,False,"array,math,binary-search,reservoir-sampling,prefix-sum,ordered-set,randomized",algorithms
494,Target Sum,target-sum,Medium,47.46932726,False,"array,dynamic-programming,backtracking",algorithms
486,Predict the Winner,predict-the-winner,Medium,55.42541492,False,"array,math,dynamic-programming,recursion,game-theory",algorithms
535,Encode and Decode TinyURL,encode-and-decode-tinyurl,Medium,86.49035763,False,"hash-table,string,design,hash-function",algorithms
678,Valid Parenthesis String,valid-parenthesis-string,Medium,38.20280017,False,"string,dynamic-programming,stack,greedy",algorithms
537,Complex Number Multiplication,complex-number-multiplication,Medium,72.03876657,False,"math,string,simulation",algorithms
539,Minimum Time Difference,minimum-time-difference,Medium,57.06887036,False,"array,math,string,sorting",algorithms
470,Implement Rand10() Using Rand7(),implement-rand10-using-rand7,Medium,45.79883593,False,"math,rejection-sampling,randomized,probability-and-statistics",algorithms
585,Investments in 2016,investments-in-2016,Medium,48.74967246,False,database,database
583,Delete Operation for Two Strings,delete-operation-for-two-strings,Medium,62.59667385,False,"string,dynamic-programming",algorithms
581,Shortest Unsorted Continuous Subarray,shortest-unsorted-continuous-subarray,Medium,37.0456992,False,"array,two-pointers,stack,greedy,sorting,monotonic-stack",algorithms
576,Out of Boundary Paths,out-of-boundary-paths,Medium,48.1066327,False,dynamic-programming,algorithms
570,Managers with at Least 5 Direct Reports,managers-with-at-least-5-direct-reports,Medium,49.63174081,False,database,database
567,Permutation in String,permutation-in-string,Medium,44.76429323,False,"hash-table,two-pointers,string,sliding-window",algorithms
565,Array Nesting,array-nesting,Medium,56.34603935,False,"array,depth-first-search",algorithms
473,Matchsticks to Square,matchsticks-to-square,Medium,40.4359521,False,"array,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
560,Subarray Sum Equals K,subarray-sum-equals-k,Medium,44.06455348,False,"array,hash-table,prefix-sum",algorithms
558,Logical OR of Two Binary Grids Represented as Quad-Trees,logical-or-of-two-binary-grids-represented-as-quad-trees,Medium,50.12721816,False,"divide-and-conquer,tree",algorithms
556,Next Greater Element III,next-greater-element-iii,Medium,34.19692937,False,"math,two-pointers,string",algorithms
554,Brick Wall,brick-wall,Medium,55.33363423,False,"array,hash-table",algorithms
553,Optimal Division,optimal-division,Medium,61.16825489,False,"array,math,dynamic-programming",algorithms
474,Ones and Zeroes,ones-and-zeroes,Medium,47.97146858,False,"array,string,dynamic-programming",algorithms
475,Heaters,heaters,Medium,38.51895574,False,"array,two-pointers,binary-search,sorting",algorithms
550,Game Play Analysis IV,game-play-analysis-iv,Medium,37.67536642,False,database,database
547,Number of Provinces,number-of-provinces,Medium,67.11193674,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
477,Total Hamming Distance,total-hamming-distance,Medium,53.00257678,False,"array,math,bit-manipulation",algorithms
542,01 Matrix,01-matrix,Medium,49.44409524,False,"array,dynamic-programming,breadth-first-search,matrix",algorithms
540,Single Element in a Sorted Array,single-element-in-a-sorted-array,Medium,59.28073587,False,"array,binary-search",algorithms
538,Convert BST to Greater Tree,convert-bst-to-greater-tree,Medium,69.7460026,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
822,Card Flipping Game,card-flipping-game,Medium,48.11698527,False,"array,hash-table",algorithms
684,Redundant Connection,redundant-connection,Medium,63.4339622,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
443,String Compression,string-compression,Medium,55.65368386,False,"two-pointers,string",algorithms
791,Custom Sort String,custom-sort-string,Medium,71.00670889,False,"hash-table,string,sorting",algorithms
390,Elimination Game,elimination-game,Medium,45.7690185,False,"math,recursion",algorithms
790,Domino and Tromino Tiling,domino-and-tromino-tiling,Medium,49.8674363,False,dynamic-programming,algorithms
789,Escape The Ghosts,escape-the-ghosts,Medium,62.15797833,False,"array,math",algorithms
788,Rotated Digits,rotated-digits,Medium,56.4522483,False,"math,dynamic-programming",algorithms
787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium,39.60472995,False,"dynamic-programming,depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
786,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,Medium,68.2194873,False,"array,two-pointers,binary-search,sorting,heap-priority-queue",algorithms
785,Is Graph Bipartite?,is-graph-bipartite,Medium,56.38146176,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
393,UTF-8 Validation,utf-8-validation,Medium,45.23945688,False,"array,bit-manipulation",algorithms
792,Number of Matching Subsequences,number-of-matching-subsequences,Medium,50.83694293,False,"array,hash-table,string,binary-search,dynamic-programming,trie,sorting",algorithms
784,Letter Case Permutation,letter-case-permutation,Medium,74.45311791,False,"string,backtracking,bit-manipulation",algorithms
394,Decode String,decode-string,Medium,59.81905582,False,"string,stack,recursion",algorithms
395,Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,Medium,45.08532849,False,"hash-table,string,divide-and-conquer,sliding-window",algorithms
779,K-th Symbol in Grammar,k-th-symbol-in-grammar,Medium,46.77238575,False,"math,bit-manipulation,recursion",algorithms
396,Rotate Function,rotate-function,Medium,42.97276384,False,"array,math,dynamic-programming",algorithms
397,Integer Replacement,integer-replacement,Medium,36.04877095,False,"dynamic-programming,greedy,bit-manipulation,memoization",algorithms
777,Swap Adjacent in LR String,swap-adjacent-in-lr-string,Medium,36.90198889,False,"two-pointers,string",algorithms
775,Global and Local Inversions,global-and-local-inversions,Medium,42.43930718,False,"array,math",algorithms
398,Random Pick Index,random-pick-index,Medium,63.74823072,False,"hash-table,math,reservoir-sampling,randomized",algorithms
399,Evaluate Division,evaluate-division,Medium,62.18361,False,"array,string,depth-first-search,breadth-first-search,union-find,graph,shortest-path",algorithms
781,Rabbits in Forest,rabbits-in-forest,Medium,52.9924537,False,"array,hash-table,math,greedy",algorithms
388,Longest Absolute File Path,longest-absolute-file-path,Medium,47.78583856,False,"string,stack,depth-first-search",algorithms
794,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,Medium,34.70215507,False,"array,matrix",algorithms
795,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,Medium,53.35269447,False,"array,two-pointers",algorithms
820,Short Encoding of Words,short-encoding-of-words,Medium,60.47105685,False,"array,hash-table,string,trie",algorithms
375,Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,Medium,49.84118389,False,"math,dynamic-programming,game-theory",algorithms
817,Linked List Components,linked-list-components,Medium,56.94994578,False,"array,hash-table,linked-list",algorithms
376,Wiggle Subsequence,wiggle-subsequence,Medium,48.58835048,False,"array,dynamic-programming,greedy",algorithms
816,Ambiguous Coordinates,ambiguous-coordinates,Medium,56.92947136,False,"string,backtracking,enumeration",algorithms
814,Binary Tree Pruning,binary-tree-pruning,Medium,72.26585388,False,"tree,depth-first-search,binary-tree",algorithms
377,Combination Sum IV,combination-sum-iv,Medium,54.27247358,False,"array,dynamic-programming",algorithms
813,Largest Sum of Averages,largest-sum-of-averages,Medium,53.73261452,False,"array,dynamic-programming,prefix-sum",algorithms
811,Subdomain Visit Count,subdomain-visit-count,Medium,76.43014355,False,"array,hash-table,string,counting",algorithms
378,Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,Medium,62.75464422,False,"array,binary-search,sorting,heap-priority-queue,matrix",algorithms
380,Insert Delete GetRandom O(1),insert-delete-getrandom-o1,Medium,54.62454728,False,"array,hash-table,math,design,randomized",algorithms
809,Expressive Words,expressive-words,Medium,46.23192318,False,"array,two-pointers,string",algorithms
808,Soup Servings,soup-servings,Medium,53.78754452,False,"math,dynamic-programming,probability-and-statistics",algorithms
807,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,Medium,86.22727922,False,"array,greedy,matrix",algorithms
382,Linked List Random Node,linked-list-random-node,Medium,63.39632733,False,"linked-list,math,reservoir-sampling,randomized",algorithms
802,Find Eventual Safe States,find-eventual-safe-states,Medium,64.07306323,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
384,Shuffle an Array,shuffle-an-array,Medium,58.52446905,False,"array,math,randomized",algorithms
799,Champagne Tower,champagne-tower,Medium,58.25918719,False,dynamic-programming,algorithms
385,Mini Parser,mini-parser,Medium,38.73096513,False,"string,stack,depth-first-search",algorithms
386,Lexicographical Numbers,lexicographical-numbers,Medium,64.69702084,False,"depth-first-search,trie",algorithms
797,All Paths From Source to Target,all-paths-from-source-to-target,Medium,82.66182857,False,"backtracking,depth-first-search,breadth-first-search,graph",algorithms
769,Max Chunks To Make Sorted,max-chunks-to-make-sorted,Medium,58.56739792,False,"array,stack,greedy,sorting,monotonic-stack",algorithms
400,Nth Digit,nth-digit,Medium,35.09522486,False,"math,binary-search",algorithms
402,Remove K Digits,remove-k-digits,Medium,33.90489087,False,"string,stack,greedy,monotonic-stack",algorithms
767,Reorganize String,reorganize-string,Medium,54.98638246,False,"hash-table,string,greedy,sorting,heap-priority-queue,counting",algorithms
720,Longest Word in Dictionary,longest-word-in-dictionary,Medium,52.74506795,False,"array,hash-table,string,trie,sorting",algorithms
430,Flatten a Multilevel Doubly Linked List,flatten-a-multilevel-doubly-linked-list,Medium,60.41758822,False,"linked-list,depth-first-search,doubly-linked-list",algorithms
718,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,Medium,50.96321642,False,"array,binary-search,dynamic-programming,sliding-window,rolling-hash,hash-function",algorithms
714,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,Medium,69.27864205,False,"array,dynamic-programming,greedy",algorithms
713,Subarray Product Less Than K,subarray-product-less-than-k,Medium,51.76706513,False,"array,sliding-window",algorithms
433,Minimum Genetic Mutation,minimum-genetic-mutation,Medium,54.37842661,False,"hash-table,string,breadth-first-search",algorithms
712,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,Medium,65.25037936,False,"string,dynamic-programming",algorithms
435,Non-overlapping Intervals,non-overlapping-intervals,Medium,54.0441302,False,"array,dynamic-programming,greedy,sorting",algorithms
707,Design Linked List,design-linked-list,Medium,28.45364763,False,"linked-list,design",algorithms
436,Find Right Interval,find-right-interval,Medium,52.63759816,False,"array,binary-search,sorting",algorithms
701,Insert into a Binary Search Tree,insert-into-a-binary-search-tree,Medium,73.66875497,False,"tree,binary-search-tree,binary-tree",algorithms
698,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,Medium,38.1661456,False,"array,dynamic-programming,backtracking,bit-manipulation,memoization,bitmask",algorithms
437,Path Sum III,path-sum-iii,Medium,46.10081815,False,"tree,depth-first-search,binary-tree",algorithms
695,Max Area of Island,max-area-of-island,Medium,72.47787638,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
692,Top K Frequent Words,top-k-frequent-words,Medium,58.41586961,False,"hash-table,string,trie,sorting,heap-priority-queue,bucket-sort,counting",algorithms
438,Find All Anagrams in a String,find-all-anagrams-in-a-string,Medium,51.24654019,False,"hash-table,string,sliding-window",algorithms
690,Employee Importance,employee-importance,Medium,67.42913574,False,"array,hash-table,tree,depth-first-search,breadth-first-search",algorithms
442,Find All Duplicates in an Array,find-all-duplicates-in-an-array,Medium,75.92495831,False,"array,hash-table",algorithms
688,Knight Probability in Chessboard,knight-probability-in-chessboard,Medium,56.3233564,False,dynamic-programming,algorithms
687,Longest Univalue Path,longest-univalue-path,Medium,41.87255488,False,"tree,depth-first-search,binary-tree",algorithms
686,Repeated String Match,repeated-string-match,Medium,35.56814207,False,"string,string-matching",algorithms
429,N-ary Tree Level Order Traversal,n-ary-tree-level-order-traversal,Medium,70.98172546,False,"tree,breadth-first-search",algorithms
445,Add Two Numbers II,add-two-numbers-ii,Medium,61.36797239,False,"linked-list,math,stack",algorithms
721,Accounts Merge,accounts-merge,Medium,57.89921015,False,"array,hash-table,string,depth-first-search,breadth-first-search,union-find,sorting",algorithms
725,Split Linked List in Parts,split-linked-list-in-parts,Medium,69.90225323,False,linked-list,algorithms
764,Largest Plus Sign,largest-plus-sign,Medium,48.4195207,False,"array,dynamic-programming",algorithms
763,Partition Labels,partition-labels,Medium,80.00863046,False,"hash-table,two-pointers,string,greedy",algorithms
406,Queue Reconstruction by Height,queue-reconstruction-by-height,Medium,73.70918578,False,"array,binary-indexed-tree,segment-tree,sorting",algorithms
756,Pyramid Transition Matrix,pyramid-transition-matrix,Medium,52.91635452,False,"bit-manipulation,depth-first-search,breadth-first-search",algorithms
754,Reach a Number,reach-a-number,Medium,43.38569015,False,"math,binary-search",algorithms
752,Open the Lock,open-the-lock,Medium,60.37177599,False,"array,hash-table,string,breadth-first-search",algorithms
413,Arithmetic Slices,arithmetic-slices,Medium,65.02089415,False,"array,dynamic-programming",algorithms
416,Partition Equal Subset Sum,partition-equal-subset-sum,Medium,46.70713731,False,"array,dynamic-programming",algorithms
417,Pacific Atlantic Water Flow,pacific-atlantic-water-flow,Medium,55.94699304,False,"array,depth-first-search,breadth-first-search,matrix",algorithms
743,Network Delay Time,network-delay-time,Medium,55.05614916,False,"depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
740,Delete and Earn,delete-and-earn,Medium,56.53707966,False,"array,hash-table,dynamic-programming",algorithms
419,Battleships in a Board,battleships-in-a-board,Medium,75.66930865,False,"array,depth-first-search,matrix",algorithms
739,Daily Temperatures,daily-temperatures,Medium,66.33059624,False,"array,stack,monotonic-stack",algorithms
738,Monotone Increasing Digits,monotone-increasing-digits,Medium,48.36718129,False,"math,greedy",algorithms
421,Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,Medium,53.32949631,False,"array,hash-table,bit-manipulation,trie",algorithms
735,Asteroid Collision,asteroid-collision,Medium,44.70188146,False,"array,stack,simulation",algorithms
423,Reconstruct Original Digits from English,reconstruct-original-digits-from-english,Medium,51.24210162,False,"hash-table,math,string",algorithms
424,Longest Repeating Character Replacement,longest-repeating-character-replacement,Medium,55.18006605,False,"hash-table,string,sliding-window",algorithms
731,My Calendar II,my-calendar-ii,Medium,55.80191376,False,"array,binary-search,design,segment-tree,prefix-sum,ordered-set",algorithms
427,Construct Quad Tree,construct-quad-tree,Medium,75.95694051,False,"array,divide-and-conquer,tree,matrix",algorithms
729,My Calendar I,my-calendar-i,Medium,56.5879089,False,"array,binary-search,design,segment-tree,ordered-set",algorithms
722,Remove Comments,remove-comments,Medium,38.92572252,False,"array,string",algorithms
1080,Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths,Medium,56.05078374,False,"tree,depth-first-search,binary-tree",algorithms
1019,Next Greater Node In Linked List,next-greater-node-in-linked-list,Medium,61.25606572,False,"array,linked-list,stack,monotonic-stack",algorithms
180,Consecutive Numbers,consecutive-numbers,Medium,43.90653507,False,database,database
1353,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,Medium,32.47779665,False,"array,greedy,sorting,heap-priority-queue",algorithms
1352,Product of the Last K Numbers,product-of-the-last-k-numbers,Medium,51.84751165,False,"array,math,design,queue,data-stream",algorithms
90,Subsets II,subsets-ii,Medium,58.0465403,False,"array,backtracking,bit-manipulation",algorithms
91,Decode Ways,decode-ways,Medium,35.4241464,False,"string,dynamic-programming",algorithms
1348,Tweet Counts Per Frequency,tweet-counts-per-frequency,Medium,44.75197556,False,"hash-table,binary-search,design,sorting,ordered-set",algorithms
1347,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,Medium,82.03080027,False,"hash-table,string,counting",algorithms
1529,Minimum Suffix Flips,minimum-suffix-flips,Medium,73.43368804,False,"string,greedy",algorithms
89,Gray Code,gray-code,Medium,60.00922483,False,"math,backtracking,bit-manipulation",algorithms
